고객번호,계기번호,날짜,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,합계(kWh)
342464719,67190110861,2024.07.29,,,,0.27,,,,0.19,,,,0.16,,,,0.17,,,,0.21,,,,0.43,,,,0.96,,,,1.25,,,,1.16,,,,0.77,,,,0.59,,,,0.66,,,,0.54,,,,0.51,,,,0.62,,,,0.71,,,,0.89,,,,1.23,,,,1.74,,,,1.52,,,,1.72,,,,1.29,,,,0.76,,,,0.43,18.78
342464719,67190110861,2024.07.30,,,,0.26,,,,0.18,,,,0.16,,,,0.15,,,,0.22,,,,0.36,,,,0.97,,,,1.26,,,,1.11,,,,0.65,,,,0.71,,,,0.58,,,,0.59,,,,0.51,,,,0.57,,,,0.62,,,,0.72,,,,1.17,,,,1.89,,,,1.38,,,,1.33,,,,1.13,,,,0.8,,,,0.38,17.7
342464719,67190110861,2024.07.31,,,,0.25,,,,0.16,,,,0.13,,,,0.13,,,,0.2,,,,0.37,,,,0.84,,,,1.18,,,,1.31,,,,0.7,,,,0.62,,,,0.46,,,,0.54,,,,0.57,,,,0.6,,,,0.58,,,,0.8,,,,1.09,,,,1.68,,,,1.37,,,,1.47,,,,1.32,,,,0.84,,,,0.52,17.73
342464719,67190110861,2024.08.01,,,,0.24,,,,0.21,,,,0.16,,,,0.16,,,,0.19,,,,0.41,,,,1.06,,,,1.08,,,,1.01,,,,0.87,,,,0.55,,,,0.59,,,,0.65,,,,0.59,,,,0.61,,,,0.59,,,,0.77,,,,1.39,,,,1.76,,,,1.51,,,,1.21,,,,0.99,,,,0.85,,,,0.45,17.9
342464719,67190110861,2024.08.02,,,,0.24,,,,0.16,,,,0.18,,,,0.17,,,,0.21,,,,0.37,,,,1.0,,,,1.29,,,,1.07,,,,0.77,,,,0.65,,,,0.63,,,,0.59,,,,0.49,,,,0.57,,,,0.55,,,,0.95,,,,1.4,,,,1.8,,,,1.46,,,,1.32,,,,1.23,,,,0.76,,,,0.39,18.25
342464719,67190110861,2024.08.03,,,,0.26,,,,0.16,,,,0.16,,,,0.15,,,,0.17,,,,0.47,,,,0.85,,,,1.05,,,,1.02,,,,0.84,,,,0.6,,,,0.57,,,,0.48,,,,0.48,,,,0.57,,,,0.66,,,,0.94,,,,1.15,,,,1.62,,,,1.7,,,,1.34,,,,1.29,,,,0.68,,,,0.46,17.67
342464719,67190110861,2024.08.04,,,,0.26,,,,0.24,,,,0.18,,,,0.15,,,,0.22,,,,0.43,,,,1.0,,,,1.27,,,,1.31,,,,0.83,,,,0.66,,,,0.69,,,,0.66,,,,0.49,,,,0.64,,,,0.62,,,,0.83,,,,1.6,,,,1.82,,,,1.62,,,,1.61,,,,1.16,,,,0.88,,,,0.45,19.62
342464719,67190110861,2024.08.05,,,,0.28,,,,0.19,,,,0.2,,,,0.15,,,,0.19,,,,0.49,,,,0.99,,,,1.3,,,,1.17,,,,0.79,,,,0.62,,,,0.51,,,,0.54,,,,0.61,,,,0.57,,,,0.61,,,,0.88,,,,1.14,,,,1.92,,,,1.83,,,,1.35,,,,1.24,,,,0.84,,,,0.46,18.87
342464719,67190110861,2024.08.06,,,,0.25,,,,0.19,,,,0.16,,,,0.13,,,,0.19,,,,0.44,,,,0.83,,,,1.13,,,,1.29,,,,0.7,,,,0.64,,,,0.65,,,,0.6,,,,0.55,,,,0.62,,,,0.72,,,,0.79,,,,1.29,,,,1.67,,,,1.77,,,,1.47,,,,1.01,,,,0.83,,,,0.43,18.35
342464719,67190110861,2024.08.07,,,,0.21,,,,0.2,,,,0.16,,,,0.17,,,,0.18,,,,0.47,,,,0.98,,,,1.03,,,,1.24,,,,0.7,,,,0.59,,,,0.61,,,,0.65,,,,0.51,,,,0.54,,,,0.57,,,,0.82,,,,1.37,,,,1.58,,,,1.44,,,,1.34,,,,1.12,,,,0.83,,,,0.43,17.74
342464719,67190110861,2024.08.08,,,,0.29,,,,0.2,,,,0.15,,,,0.16,,,,0.2,,,,0.45,,,,1.09,,,,0.99,,,,0.95,,,,0.77,,,,0.57,,,,0.51,,,,0.49,,,,0.47,,,,0.63,,,,0.53,,,,0.85,,,,1.3,,,,1.64,,,,1.3,,,,1.54,,,,0.96,,,,0.79,,,,0.49,17.32
342464719,67190110861,2024.08.09,,,,0.22,,,,0.2,,,,0.16,,,,0.15,,,,0.21,,,,0.45,,,,0.93,,,,1.29,,,,1.27,,,,0.78,,,,0.63,,,,0.55,,,,0.53,,,,0.61,,,,0.53,,,,0.62,,,,0.78,,,,1.24,,,,1.65,,,,1.74,,,,1.23,,,,1.15,,,,0.63,,,,0.4,17.95
342464719,67190110861,2024.08.10,,,,0.23,,,,0.19,,,,0.16,,,,0.14,,,,0.17,,,,0.4,,,,1.12,,,,1.38,,,,1.02,,,,0.72,,,,0.71,,,,0.5,,,,0.62,,,,0.61,,,,0.52,,,,0.54,,,,0.95,,,,1.28,,,,1.4,,,,1.45,,,,1.37,,,,1.19,,,,0.79,,,,0.52,17.98
342464719,67190110861,2024.08.11,,,,0.22,,,,0.22,,,,0.18,,,,0.16,,,,0.18,,,,0.48,,,,1.06,,,,1.29,,,,1.19,,,,0.71,,,,0.62,,,,0.67,,,,0.6,,,,0.65,,,,0.64,,,,0.62,,,,0.96,,,,1.22,,,,1.58,,,,1.62,,,,1.52,,,,1.3,,,,0.8,,,,0.49,18.98
342464719,67190110861,2024.08.12,,,,0.26,,,,0.2,,,,0.18,,,,0.15,,,,0.18,,,,0.45,,,,0.92,,,,1.05,,,,1.25,,,,0.75,,,,0.62,,,,0.67,,,,0.58,,,,0.61,,,,0.53,,,,0.68,,,,1.01,,,,1.39,,,,1.89,,,,1.56,,,,1.31,,,,1.24,,,,0.73,,,,0.51,18.72
342464719,67190110861,2024.08.13,,,,0.23,,,,0.21,,,,0.19,,,,0.14,,,,0.18,,,,0.44,,,,1.09,,,,1.11,,,,1.03,,,,0.72,,,,0.65,,,,0.55,,,,0.6,,,,0.46,,,,0.53,,,,0.61,,,,0.8,,,,1.17,,,,1.63,,,,1.48,,,,1.26,,,,1.1,,,,0.85,,,,0.44,17.47
342464719,67190110861,2024.08.14,,,,0.23,,,,0.2,,,,0.2,,,,0.14,,,,0.2,,,,0.44,,,,1.01,,,,1.1,,,,1.24,,,,0.63,,,,0.64,,,,0.64,,,,0.55,,,,0.64,,,,0.48,,,,0.68,,,,0.83,,,,1.2,,,,1.45,,,,1.73,,,,1.2,,,,1.0,,,,0.7,,,,0.46,17.59
342464719,67190110861,2024.08.15,,,,0.23,,,,0.18,,,,0.17,,,,0.14,,,,0.18,,,,0.39,,,,1.07,,,,1.09,,,,1.11,,,,0.71,,,,0.7,,,,0.62,,,,0.61,,,,0.51,,,,0.49,,,,0.61,,,,0.78,,,,1.3,,,,1.8,,,,1.63,,,,1.56,,,,1.08,,,,0.78,,,,0.44,18.18
342464719,67190110861,2024.08.16,,,,0.21,,,,0.22,,,,0.13,,,,0.15,,,,0.18,,,,0.45,,,,1.03,,,,1.09,,,,1.16,,,,0.64,,,,0.64,,,,0.63,,,,0.59,,,,0.65,,,,0.55,,,,0.61,,,,0.91,,,,1.35,,,,1.5,,,,1.71,,,,1.4,,,,1.08,,,,0.73,,,,0.43,18.04
342464719,67190110861,2024.08.17,,,,0.24,,,,0.22,,,,0.17,,,,0.15,,,,0.19,,,,0.36,,,,0.88,,,,1.19,,,,1.03,,,,0.65,,,,0.6,,,,0.56,,,,0.52,,,,0.56,,,,0.55,,,,0.74,,,,0.92,,,,1.37,,,,1.48,,,,1.72,,,,1.59,,,,1.21,,,,0.65,,,,0.47,18.02
342464719,67190110861,2024.08.18,,,,0.26,,,,0.21,,,,0.18,,,,0.15,,,,0.2,,,,0.35,,,,1.04,,,,1.13,,,,1.07,,,,0.69,,,,0.65,,,,0.54,,,,0.63,,,,0.65,,,,0.54,,,,0.57,,,,0.78,,,,1.47,,,,1.73,,,,1.64,,,,1.24,,,,1.23,,,,0.85,,,,0.51,18.31
342464719,67190110861,2024.08.19,,,,0.26,,,,0.18,,,,0.15,,,,0.14,,,,0.19,,,,0.39,,,,0.92,,,,1.2,,,,1.3,,,,0.77,,,,0.75,,,,0.67,,,,0.52,,,,0.58,,,,0.59,,,,0.69,,,,0.88,,,,1.6,,,,1.63,,,,1.5,,,,1.66,,,,1.07,,,,0.84,,,,0.5,18.98
342464719,67190110861,2024.08.20,,,,0.26,,,,0.24,,,,0.21,,,,0.13,,,,0.21,,,,0.42,,,,1.0,,,,1.09,,,,1.2,,,,0.84,,,,0.7,,,,0.59,,,,0.5,,,,0.5,,,,0.66,,,,0.66,,,,0.83,,,,1.06,,,,1.55,,,,1.56,,,,1.62,,,,1.18,,,,0.7,,,,0.44,18.15
342464719,67190110861,2024.08.21,,,,0.21,,,,0.23,,,,0.15,,,,0.15,,,,0.18,,,,0.45,,,,1.04,,,,1.3,,,,1.03,,,,0.65,,,,0.56,,,,0.61,,,,0.49,,,,0.55,,,,0.67,,,,0.73,,,,0.85,,,,1.26,,,,1.48,,,,1.66,,,,1.57,,,,1.09,,,,0.71,,,,0.49,18.11
342464719,67190110861,2024.08.22,,,,0.28,,,,0.18,,,,0.17,,,,0.13,,,,0.17,,,,0.47,,,,1.03,,,,1.24,,,,0.98,,,,0.76,,,,0.65,,,,0.55,,,,0.59,,,,0.47,,,,0.62,,,,0.62,,,,0.74,,,,1.17,,,,1.39,,,,1.41,,,,1.42,,,,1.31,,,,0.65,,,,0.37,17.37
342464719,67190110861,2024.08.23,,,,0.24,,,,0.23,,,,0.16,,,,0.15,,,,0.2,,,,0.39,,,,0.84,,,,1.24,,,,1.11,,,,0.69,,,,0.66,,,,0.6,,,,0.5,,,,0.52,,,,0.5,,,,0.56,,,,0.87,,,,1.42,,,,1.89,,,,1.65,,,,1.31,,,,0.99,,,,0.8,,,,0.46,17.98
342464719,67190110861,2024.08.24,,,,0.23,,,,0.21,,,,0.19,,,,0.17,,,,0.17,,,,0.44,,,,1.02,,,,1.14,,,,1.2,,,,0.66,,,,0.71,,,,0.5,,,,0.57,,,,0.48,,,,0.58,,,,0.58,,,,0.8,,,,1.31,,,,1.94,,,,1.41,,,,1.23,,,,1.21,,,,0.77,,,,0.5,18.02
342464719,67190110861,2024.08.25,,,,0.22,,,,0.22,,,,0.16,,,,0.14,,,,0.21,,,,0.44,,,,1.07,,,,1.07,,,,1.14,,,,0.75,,,,0.74,,,,0.59,,,,0.56,,,,0.55,,,,0.63,,,,0.58,,,,0.97,,,,1.19,,,,1.91,,,,1.37,,,,1.55,,,,1.34,,,,0.68,,,,0.56,18.64
342464719,67190110861,2024.08.26,,,,0.25,,,,0.23,,,,0.18,,,,0.15,,,,0.17,,,,0.4,,,,0.88,,,,1.11,,,,1.04,,,,0.73,,,,0.67,,,,0.54,,,,0.54,,,,0.6,,,,0.58,,,,0.56,,,,0.79,,,,1.6,,,,1.97,,,,1.56,,,,1.58,,,,1.18,,,,0.82,,,,0.53,18.66
342464719,67190110861,2024.08.27,,,,0.26,,,,0.18,,,,0.14,,,,0.15,,,,0.22,,,,0.43,,,,1.11,,,,1.3,,,,1.01,,,,0.72,,,,0.65,,,,0.63,,,,0.63,,,,0.57,,,,0.52,,,,0.68,,,,0.75,,,,1.41,,,,1.95,,,,1.5,,,,1.48,,,,1.12,,,,0.7,,,,0.43,18.54
342464719,67190110861,2024.08.28,,,,0.25,,,,0.22,,,,0.19,,,,0.14,,,,0.2,,,,0.46,,,,0.89,,,,1.02,,,,1.0,,,,0.79,,,,0.67,,,,0.64,,,,0.54,,,,0.54,,,,0.51,,,,0.58,,,,0.84,,,,1.2,,,,1.66,,,,1.45,,,,1.44,,,,1.1,,,,0.75,,,,0.39,17.47
342464719,67190110861,2024.08.29,,,,0.2,,,,0.22,,,,0.15,,,,0.17,,,,0.21,,,,0.37,,,,0.84,,,,1.23,,,,1.24,,,,0.76,,,,0.64,,,,0.64,,,,0.53,,,,0.61,,,,0.65,,,,0.55,,,,0.78,,,,1.16,,,,1.55,,,,1.76,,,,1.41,,,,1.02,,,,0.67,,,,0.5,17.86
342464719,67190110861,2024.08.30,,,,0.25,,,,0.19,,,,0.15,,,,0.17,,,,0.21,,,,0.4,,,,0.79,,,,1.02,,,,1.02,,,,0.71,,,,0.72,,,,0.57,,,,0.61,,,,0.53,,,,0.62,,,,0.66,,,,0.75,,,,1.23,,,,1.6,,,,1.35,,,,1.35,,,,1.21,,,,0.87,,,,0.45,17.43
342464719,67190110861,2024.08.31,,,,0.17,,,,0.13,,,,0.12,,,,0.1,,,,0.14,,,,0.25,,,,0.67,,,,0.81,,,,0.74,,,,0.42,,,,0.37,,,,0.34,,,,0.41,,,,0.34,,,,0.37,,,,0.46,,,,0.53,,,,0.83,,,,1.01,,,,1.24,,,,1.06,,,,0.87,,,,0.49,,,,0.32,12.19
342464719,67190110861,2024.09.01,,,,0.14,,,,0.12,,,,0.1,,,,0.1,,,,0.13,,,,0.28,,,,0.59,,,,0.78,,,,0.86,,,,0.47,,,,0.46,,,,0.4,,,,0.43,,,,0.38,,,,0.37,,,,0.4,,,,0.63,,,,0.97,,,,1.14,,,,0.95,,,,1.15,,,,0.85,,,,0.52,,,,0.32,12.54
342464719,67190110861,2024.09.02,,,,0.15,,,,0.14,,,,0.11,,,,0.12,,,,0.13,,,,0.28,,,,0.7,,,,0.99,,,,0.86,,,,0.51,,,,0.49,,,,0.38,,,,0.43,,,,0.34,,,,0.41,,,,0.42,,,,0.69,,,,0.89,,,,1.23,,,,1.1,,,,1.06,,,,0.76,,,,0.46,,,,0.32,12.97
342464719,67190110861,2024.09.03,,,,0.14,,,,0.13,,,,0.11,,,,0.11,,,,0.12,,,,0.24,,,,0.63,,,,0.94,,,,0.79,,,,0.46,,,,0.41,,,,0.34,,,,0.43,,,,0.37,,,,0.37,,,,0.42,,,,0.48,,,,1.01,,,,1.07,,,,1.05,,,,0.9,,,,0.82,,,,0.53,,,,0.3,12.17
342464719,67190110861,2024.09.04,,,,0.16,,,,0.15,,,,0.1,,,,0.1,,,,0.12,,,,0.3,,,,0.64,,,,0.82,,,,0.75,,,,0.43,,,,0.38,,,,0.34,,,,0.39,,,,0.34,,,,0.35,,,,0.45,,,,0.63,,,,0.79,,,,1.07,,,,0.83,,,,1.0,,,,0.88,,,,0.43,,,,0.25,11.7
342464719,67190110861,2024.09.05,,,,0.18,,,,0.14,,,,0.09,,,,0.12,,,,0.12,,,,0.27,,,,0.69,,,,0.9,,,,0.71,,,,0.54,,,,0.41,,,,0.43,,,,0.37,,,,0.4,,,,0.44,,,,0.39,,,,0.64,,,,0.86,,,,1.19,,,,0.93,,,,1.05,,,,0.77,,,,0.48,,,,0.33,12.45
342464719,67190110861,2024.09.06,,,,0.14,,,,0.12,,,,0.11,,,,0.1,,,,0.13,,,,0.24,,,,0.75,,,,0.67,,,,0.67,,,,0.41,,,,0.45,,,,0.44,,,,0.39,,,,0.39,,,,0.33,,,,0.41,,,,0.58,,,,0.84,,,,1.02,,,,1.04,,,,0.95,,,,0.85,,,,0.51,,,,0.27,11.81
342464719,67190110861,2024.09.07,,,,0.16,,,,0.11,,,,0.12,,,,0.11,,,,0.12,,,,0.31,,,,0.62,,,,0.69,,,,0.82,,,,0.45,,,,0.46,,,,0.44,,,,0.43,,,,0.35,,,,0.41,,,,0.43,,,,0.51,,,,0.86,,,,1.07,,,,0.9,,,,0.89,,,,0.85,,,,0.55,,,,0.26,11.92
342464719,67190110861,2024.09.08,,,,0.15,,,,0.14,,,,0.13,,,,0.09,,,,0.14,,,,0.27,,,,0.68,,,,0.79,,,,0.87,,,,0.46,,,,0.44,,,,0.37,,,,0.42,,,,0.43,,,,0.38,,,,0.46,,,,0.61,,,,0.79,,,,1.11,,,,0.97,,,,1.06,,,,0.85,,,,0.45,,,,0.3,12.36
342464719,67190110861,2024.09.09,,,,0.19,,,,0.16,,,,0.12,,,,0.11,,,,0.14,,,,0.28,,,,0.71,,,,0.81,,,,0.82,,,,0.51,,,,0.46,,,,0.42,,,,0.39,,,,0.35,,,,0.4,,,,0.46,,,,0.55,,,,1.0,,,,1.09,,,,1.06,,,,0.88,,,,0.76,,,,0.61,,,,0.3,12.58
342464719,67190110861,2024.09.10,,,,0.14,,,,0.13,,,,0.1,,,,0.09,,,,0.11,,,,0.29,,,,0.65,,,,0.78,,,,0.74,,,,0.54,,,,0.41,,,,0.36,,,,0.34,,,,0.37,,,,0.42,,,,0.38,,,,0.6,,,,0.75,,,,1.15,,,,1.06,,,,0.91,,,,0.82,,,,0.44,,,,0.31,11.89
342464719,67190110861,2024.09.11,,,,0.13,,,,0.15,,,,0.09,,,,0.11,,,,0.12,,,,0.29,,,,0.61,,,,0.89,,,,0.65,,,,0.44,,,,0.42,,,,0.34,,,,0.34,,,,0.41,,,,0.45,,,,0.4,,,,0.61,,,,0.9,,,,1.05,,,,1.12,,,,0.98,,,,0.9,,,,0.46,,,,0.3,12.16
342464719,67190110861,2024.09.12,,,,0.14,,,,0.12,,,,0.1,,,,0.12,,,,0.15,,,,0.29,,,,0.65,,,,0.73,,,,0.67,,,,0.44,,,,0.39,,,,0.43,,,,0.4,,,,0.32,,,,0.33,,,,0.37,,,,0.54,,,,0.98,,,,1.18,,,,1.12,,,,0.91,,,,0.72,,,,0.46,,,,0.33,11.89
342464719,67190110861,2024.09.13,,,,0.18,,,,0.12,,,,0.11,,,,0.1,,,,0.13,,,,0.32,,,,0.66,,,,0.77,,,,0.65,,,,0.41,,,,0.39,,,,0.33,,,,0.43,,,,0.38,,,,0.38,,,,0.47,,,,0.52,,,,0.76,,,,1.04,,,,1.02,,,,0.89,,,,0.74,,,,0.47,,,,0.33,11.6
342464719,67190110861,2024.09.14,,,,0.14,,,,0.12,,,,0.1,,,,0.11,,,,0.11,,,,0.29,,,,0.63,,,,0.78,,,,0.74,,,,0.43,,,,0.38,,,,0.38,,,,0.4,,,,0.33,,,,0.35,,,,0.48,,,,0.48,,,,0.92,,,,1.24,,,,0.96,,,,0.81,,,,0.68,,,,0.53,,,,0.32,11.71
342464719,67190110861,2024.09.15,,,,0.18,,,,0.17,,,,0.12,,,,0.1,,,,0.12,,,,0.31,,,,0.62,,,,0.68,,,,0.82,,,,0.47,,,,0.49,,,,0.42,,,,0.36,,,,0.44,,,,0.36,,,,0.45,,,,0.57,,,,0.83,,,,1.17,,,,0.92,,,,1.0,,,,0.79,,,,0.57,,,,0.34,12.3
342464719,67190110861,2024.09.16,,,,0.15,,,,0.13,,,,0.11,,,,0.11,,,,0.15,,,,0.31,,,,0.58,,,,0.8,,,,0.69,,,,0.51,,,,0.4,,,,0.48,,,,0.43,,,,0.37,,,,0.41,,,,0.49,,,,0.59,,,,0.82,,,,1.14,,,,1.15,,,,1.02,,,,0.83,,,,0.58,,,,0.37,12.62
342464719,67190110861,2024.09.17,,,,0.17,,,,0.12,,,,0.11,,,,0.11,,,,0.15,,,,0.28,,,,0.6,,,,0.83,,,,0.84,,,,0.42,,,,0.41,,,,0.34,,,,0.35,,,,0.32,,,,0.36,,,,0.43,,,,0.54,,,,0.91,,,,1.23,,,,0.9,,,,0.84,,,,0.84,,,,0.43,,,,0.34,11.87
342464719,67190110861,2024.09.18,,,,0.17,,,,0.13,,,,0.13,,,,0.09,,,,0.12,,,,0.29,,,,0.61,,,,0.88,,,,0.61,,,,0.5,,,,0.45,,,,0.41,,,,0.34,,,,0.35,,,,0.43,,,,0.39,,,,0.61,,,,0.88,,,,1.19,,,,1.12,,,,0.87,,,,0.85,,,,0.54,,,,0.29,12.25
342464719,67190110861,2024.09.19,,,,0.16,,,,0.13,,,,0.1,,,,0.1,,,,0.15,,,,0.26,,,,0.71,,,,0.92,,,,0.74,,,,0.42,,,,0.43,,,,0.38,,,,0.41,,,,0.37,,,,0.37,,,,0.45,,,,0.54,,,,0.85,,,,1.08,,,,1.03,,,,0.97,,,,0.87,,,,0.47,,,,0.31,12.22
342464719,67190110861,2024.09.20,,,,0.16,,,,0.12,,,,0.1,,,,0.11,,,,0.14,,,,0.28,,,,0.7,,,,0.7,,,,0.75,,,,0.45,,,,0.43,,,,0.36,,,,0.32,,,,0.33,,,,0.43,,,,0.4,,,,0.54,,,,0.69,,,,0.97,,,,1.08,,,,0.91,,,,0.8,,,,0.44,,,,0.32,11.53
342464719,67190110861,2024.09.21,,,,0.14,,,,0.12,,,,0.11,,,,0.1,,,,0.12,,,,0.28,,,,0.65,,,,0.87,,,,0.7,,,,0.43,,,,0.41,,,,0.44,,,,0.38,,,,0.4,,,,0.31,,,,0.42,,,,0.46,,,,0.86,,,,1.26,,,,1.19,,,,0.97,,,,0.73,,,,0.56,,,,0.32,12.23
342464719,67190110861,2024.09.22,,,,0.13,,,,0.15,,,,0.11,,,,0.11,,,,0.13,,,,0.3,,,,0.63,,,,0.75,,,,0.81,,,,0.54,,,,0.44,,,,0.39,,,,0.47,,,,0.42,,,,0.38,,,,0.39,,,,0.61,,,,0.98,,,,1.28,,,,1.15,,,,1.03,,,,0.79,,,,0.46,,,,0.29,12.74
342464719,67190110861,2024.09.23,,,,0.17,,,,0.14,,,,0.12,,,,0.1,,,,0.13,,,,0.31,,,,0.57,,,,0.86,,,,0.86,,,,0.54,,,,0.49,,,,0.41,,,,0.42,,,,0.36,,,,0.4,,,,0.48,,,,0.63,,,,1.04,,,,1.03,,,,1.21,,,,0.84,,,,0.9,,,,0.5,,,,0.27,12.78
342464719,67190110861,2024.09.24,,,,0.15,,,,0.15,,,,0.1,,,,0.1,,,,0.14,,,,0.27,,,,0.59,,,,0.78,,,,0.75,,,,0.52,,,,0.47,,,,0.38,,,,0.45,,,,0.36,,,,0.34,,,,0.39,,,,0.58,,,,0.77,,,,1.31,,,,1.13,,,,0.85,,,,0.77,,,,0.51,,,,0.34,12.2
342464719,67190110861,2024.09.25,,,,0.18,,,,0.13,,,,0.12,,,,0.1,,,,0.13,,,,0.25,,,,0.58,,,,0.79,,,,0.71,,,,0.41,,,,0.46,,,,0.36,,,,0.4,,,,0.37,,,,0.45,,,,0.44,,,,0.5,,,,0.83,,,,1.22,,,,1.13,,,,0.91,,,,0.75,,,,0.58,,,,0.28,12.08
342464719,67190110861,2024.09.26,,,,0.16,,,,0.13,,,,0.09,,,,0.1,,,,0.12,,,,0.3,,,,0.75,,,,0.71,,,,0.87,,,,0.41,,,,0.42,,,,0.36,,,,0.43,,,,0.4,,,,0.39,,,,0.49,,,,0.56,,,,0.98,,,,1.21,,,,1.15,,,,0.9,,,,0.71,,,,0.53,,,,0.27,12.44
342464719,67190110861,2024.09.27,,,,0.17,,,,0.13,,,,0.11,,,,0.09,,,,0.12,,,,0.29,,,,0.79,,,,0.77,,,,0.74,,,,0.48,,,,0.42,,,,0.37,,,,0.36,,,,0.34,,,,0.46,,,,0.38,,,,0.55,,,,0.71,,,,1.0,,,,1.14,,,,0.9,,,,0.66,,,,0.5,,,,0.24,11.72
342464719,67190110861,2024.09.28,,,,0.13,,,,0.14,,,,0.12,,,,0.11,,,,0.14,,,,0.28,,,,0.52,,,,0.88,,,,0.82,,,,0.53,,,,0.43,,,,0.36,,,,0.43,,,,0.37,,,,0.48,,,,0.4,,,,0.5,,,,0.75,,,,1.17,,,,0.85,,,,0.86,,,,0.93,,,,0.41,,,,0.31,11.92
342464719,67190110861,2024.09.29,,,,0.17,,,,0.14,,,,0.12,,,,0.13,,,,0.15,,,,0.26,,,,0.6,,,,0.76,,,,0.83,,,,0.57,,,,0.45,,,,0.41,,,,0.37,,,,0.41,,,,0.48,,,,0.4,,,,0.57,,,,0.77,,,,1.17,,,,1.12,,,,0.89,,,,0.79,,,,0.49,,,,0.3,12.35
342464719,67190110861,2024.09.30,,,,0.17,,,,0.13,,,,0.13,,,,0.11,,,,0.13,,,,0.25,,,,0.72,,,,0.95,,,,0.75,,,,0.47,,,,0.39,,,,0.42,,,,0.36,,,,0.37,,,,0.43,,,,0.46,,,,0.56,,,,0.89,,,,1.19,,,,0.93,,,,0.85,,,,0.97,,,,0.45,,,,0.32,12.4
342464719,67190110861,2024.10.01,,,,0.17,,,,0.12,,,,0.11,,,,0.1,,,,0.15,,,,0.3,,,,0.68,,,,0.68,,,,0.76,,,,0.48,,,,0.4,,,,0.33,,,,0.35,,,,0.39,,,,0.37,,,,0.41,,,,0.55,,,,0.98,,,,1.18,,,,0.98,,,,0.83,,,,0.71,,,,0.56,,,,0.32,11.91
342464719,67190110861,2024.10.02,,,,0.16,,,,0.14,,,,0.11,,,,0.11,,,,0.13,,,,0.24,,,,0.56,,,,0.8,,,,0.82,,,,0.45,,,,0.46,,,,0.42,,,,0.36,,,,0.34,,,,0.33,,,,0.44,,,,0.52,,,,0.83,,,,1.16,,,,1.09,,,,0.85,,,,0.75,,,,0.49,,,,0.3,11.86
342464719,67190110861,2024.10.03,,,,0.17,,,,0.12,,,,0.12,,,,0.11,,,,0.13,,,,0.3,,,,0.61,,,,0.66,,,,0.77,,,,0.49,,,,0.44,,,,0.39,,,,0.42,,,,0.38,,,,0.34,,,,0.4,,,,0.6,,,,0.95,,,,1.13,,,,1.09,,,,0.92,,,,0.77,,,,0.55,,,,0.33,12.19
342464719,67190110861,2024.10.04,,,,0.17,,,,0.15,,,,0.1,,,,0.1,,,,0.12,,,,0.25,,,,0.62,,,,0.76,,,,0.65,,,,0.42,,,,0.37,,,,0.36,,,,0.38,,,,0.36,,,,0.38,,,,0.47,,,,0.62,,,,0.93,,,,1.12,,,,1.13,,,,0.83,,,,0.71,,,,0.47,,,,0.33,11.8
342464719,67190110861,2024.10.05,,,,0.15,,,,0.11,,,,0.1,,,,0.11,,,,0.13,,,,0.25,,,,0.68,,,,0.82,,,,0.78,,,,0.47,,,,0.47,,,,0.37,,,,0.39,,,,0.31,,,,0.38,,,,0.39,,,,0.57,,,,0.74,,,,1.23,,,,0.94,,,,0.96,,,,0.84,,,,0.5,,,,0.33,12.02
342464719,67190110861,2024.10.06,,,,0.17,,,,0.13,,,,0.12,,,,0.1,,,,0.15,,,,0.32,,,,0.65,,,,0.77,,,,0.73,,,,0.56,,,,0.48,,,,0.39,,,,0.42,,,,0.42,,,,0.37,,,,0.38,,,,0.63,,,,1.0,,,,1.21,,,,1.05,,,,0.91,,,,0.79,,,,0.47,,,,0.26,12.48
342464719,67190110861,2024.10.07,,,,0.18,,,,0.12,,,,0.13,,,,0.1,,,,0.14,,,,0.25,,,,0.67,,,,0.73,,,,0.89,,,,0.54,,,,0.4,,,,0.38,,,,0.44,,,,0.36,,,,0.38,,,,0.47,,,,0.68,,,,0.7,,,,1.11,,,,1.26,,,,0.84,,,,0.72,,,,0.52,,,,0.33,12.34
342464719,67190110861,2024.10.08,,,,0.16,,,,0.16,,,,0.12,,,,0.09,,,,0.15,,,,0.27,,,,0.57,,,,0.78,,,,0.72,,,,0.39,,,,0.35,,,,0.38,,,,0.41,,,,0.37,,,,0.46,,,,0.4,,,,0.5,,,,0.77,,,,0.96,,,,0.98,,,,0.99,,,,0.84,,,,0.56,,,,0.26,11.64
